#{"t_start": 1689200626.451713, "env_id": "None"}
r,l,t
-14.993183,6,6.465389
-9.994743,7,6.470018
-9.998578,3,6.472483
-9.984973,7,6.478392
-9.99493,3,6.48039
-19.995801,6,6.48439
-14.992103,4,6.487511
-9.990078,5,6.49145
-9.994732,4,6.494485
-9.990122,5,6.497483
-9.99926,3,6.500483
-9.995108,4,6.503448
-9.997251,3,6.505449
-9.999183,3,6.509485
-9.991611,5,6.51248
-9.984621,5,6.516483
-9.985752,6,6.521412
-24.993868,8,6.527366
-9.986401,7,6.532363
-9.988778,4,6.535366
-9.999288,2,6.538342
-9.997693,3,6.540717
-9.985603,6,6.544715
-9.996058,8,6.549774
-9.997747,3,6.553713
-14.992823,5,6.556746
-9.993583,5,6.560747
-9.991975,6,6.56475
-9.99486,5,6.569926
-9.991454,4,6.572869
-19.973535,7,6.57787
-9.997963,3,6.57987
-9.992494,4,6.582866
-9.995419,4,6.586836
-14.99692,5,6.590938
-9.995905,5,6.593941
-9.997212,4,6.596938
-14.997876,3,6.598912
-14.994441,5,6.603933
-9.995754,4,6.607469
-9.99021,6,6.611438
-9.987463,4,6.614437
-9.991072,5,6.620198
-9.983308,6,6.624198
-9.997565,5,6.62721
-14.995836,5,6.632201
5.567606,8,6.735221
-14.997165,4,6.740422
-9.99618,6,6.744692
-9.993455,4,6.746692
-14.997824,4,6.749747
-9.997626,3,6.752692
-9.993612,3,6.756693
-19.99401,7,6.763253
-9.98879,6,6.76725
-9.995095,4,6.771217
-9.999249,3,6.774255
-9.998989,3,6.776265
-9.9943,3,6.778698
-9.997742,3,6.781251
-9.993623,4,6.784251
-9.989035,5,6.789803
-9.997226,4,6.791836
-9.98841,5,6.795836
-9.9981,4,6.798802
-9.995034,4,6.801802
-14.997342,5,6.806811
-9.998287,3,6.808854
-14.994896,4,6.811836
-9.992693,3,6.813837
-12.74316,8,6.920331
-19.997294,7,6.927366
-9.996812,4,6.930368
-9.987797,5,6.933366
-9.995317,3,6.935365
-9.998475,3,6.937787
-9.994146,3,6.940889
-9.991039,6,6.944809
-9.99865,3,6.947808
-9.991997,4,6.949809
-14.99295,8,6.957777
-9.997055,3,6.959776
-19.990248,6,6.963777
-9.994001,4,6.966777
-14.980332,6,6.9738
-9.983873,5,6.976809
-14.99114,6,6.980809
-14.996974,5,6.983808
-9.994976,6,6.989547
-9.995672,3,6.992206
-9.997954,5,6.995219
-9.990972,5,6.999257
-9.986542,5,7.003202
-9.988748,6,7.007247
-14.993933,4,7.010241
-9.995822,3,7.012235
-14.991705,6,7.016237
-9.993442,4,7.021242
-9.992424,4,7.024979
-9.987271,5,7.027981
-9.992708,4,7.030951
-9.994396,3,7.033944
-9.993738,5,7.039426
-14.996457,5,7.043358
-9.99459,3,7.045536
-24.983077,7,7.051567
-9.995399,4,7.054537
-9.988516,5,7.057567
-14.9967,4,7.060567
-9.989328,8,7.067649
-9.999234,3,7.070668
-9.994593,5,7.073567
-14.996477,4,7.076568
-9.99525,4,7.080877
-9.995838,3,7.083533
-9.997434,4,7.085533
-9.996279,4,7.08883
-9.993037,3,7.090884
-9.992958,4,7.093862
-9.997265,4,7.097828
-9.996823,3,7.099828
-9.995622,5,7.102828
-9.989661,4,7.106863
-9.995855,3,7.109456
-19.997647,7,7.114448
-9.994116,4,7.117451
-9.995149,4,7.119943
-9.997315,3,7.122863
-9.99425,3,7.124863
-9.993659,3,7.128335
-9.993476,6,7.132339
-9.985488,5,7.13534
-14.992103,5,7.139852
-14.993498,5,7.144822
-9.995842,3,7.146822
-19.994765,7,7.151822
-9.990263,7,7.157968
-9.997868,4,7.161978
-9.990913,5,7.165978
-9.998833,3,7.167978
-9.993763,3,7.172064
-9.984342,6,7.177975
-9.993457,4,7.180975
-14.996351,5,7.183975
-9.998582,3,7.186975
-9.995456,3,7.190826
-9.994809,3,7.192826
-9.992109,3,7.195826
-14.993866,5,7.199826
-9.991649,5,7.204823
-14.99754,6,7.210443
-9.993752,4,7.212497
-9.99687,4,7.215443
-14.989628,6,7.22101
-14.993491,6,7.225031
-14.993633,5,7.229007
-9.995282,6,7.233041
-9.99713,3,7.235149
-9.993633,4,7.239832
-9.999122,3,7.241533
-9.993649,4,7.244534
-19.983412,8,7.251531
-14.99657,6,7.256535
-14.993073,8,7.262534
-19.9881,6,7.268812
-9.999288,2,7.270626
-9.997293,4,7.273531
-19.993339,8,7.278683
-9.993672,5,7.282638
-9.994059,4,7.286531
-7.994086,8,7.386682
-9.993084,5,7.391809
-9.995778,4,7.395794
-9.997384,4,7.398796
-9.991943,5,7.402818
-14.994152,4,7.405903
-9.994694,3,7.409507
-9.996661,3,7.411504
-14.99474,8,7.416514
-14.984839,8,7.423714
-9.99269,3,7.426499
-9.998333,4,7.428779
-9.994541,4,7.431499
-9.992816,5,7.4355
-9.994017,5,7.440911
-9.991617,3,7.442687
-9.988198,5,7.445684
-9.997065,4,7.448674
-14.99702,4,7.451691
-9.990807,4,7.455655
-9.993853,4,7.459707
-9.999264,3,7.461723
-9.987873,6,7.465723
-19.996702,7,7.47169
-9.992936,5,7.474727
-9.991219,6,7.479724
-9.990084,6,7.483723
-9.997414,6,7.489746
-9.994741,3,7.491778
-9.998503,4,7.494778
-9.994489,4,7.496778
-14.994059,4,7.499779
-9.991688,4,7.503747
-9.986877,6,7.508744
-19.998302,6,7.512779
-9.985344,7,7.516779
-14.998445,4,7.52062
-9.99124,6,7.525654
-9.99409,4,7.527649
-14.985118,6,7.532652
-9.977828,8,7.539141
-9.992592,6,7.542486
-14.994737,4,7.545519
-9.992259,4,7.549486
-9.999253,3,7.55152
-9.997408,4,7.55452
-14.993814,4,7.557521
-9.999266,3,7.559573
-9.999256,3,7.562525
-9.994625,4,7.566518
-19.999341,6,7.570487
-14.993258,5,7.574521
-14.99664,5,7.577528
-14.988294,6,7.583519
-9.999237,4,7.586485
-9.997926,3,7.588813
-14.992471,5,7.591522
-9.98874,5,7.595533
-9.993982,3,7.598517
-9.997191,4,7.600521
-9.997272,3,7.60252
-9.997486,3,7.605522
-9.999227,3,7.607522
-9.99423,6,7.613519
-9.996864,5,7.616521
-9.991099,4,7.619836
-9.995042,4,7.622699
-14.988575,8,7.632479
-14.998191,5,7.635952
-14.998565,3,7.639578
-9.997032,3,7.641515
-9.989183,4,7.644481
-14.995863,5,7.647514
-9.990037,4,7.650514
-9.99165,6,7.655548
-9.996393,4,7.659576
-19.995788,4,9.601447
-9.999553,3,9.606449
-14.988837,5,9.612019
-9.993026,5,9.617022
-9.992753,3,9.622021
-14.992953,6,9.627021
-9.994001,5,9.6328
-9.990165,4,9.63783
-9.994184,3,9.641815
-9.989367,7,9.648818
-9.988223,6,9.656817
-9.999288,2,9.658756
-9.994157,3,9.661764
-9.994012,5,9.666762
-9.998833,3,9.671114
-9.994395,5,9.675762
-9.992673,4,9.682883
-19.990972,7,9.689881
-19.987774,6,9.694884
-9.99418,3,9.697473
-14.992717,5,9.702456
-14.988587,5,9.70998
-14.998565,3,9.711978
-9.99609,4,9.714977
-9.990418,6,9.720792
-9.995274,4,9.724862
-9.999051,3,9.728693
-9.989647,4,9.732369
-14.988655,6,9.737372
-9.996597,7,9.746676
-14.992121,5,9.751676
-9.995607,4,9.758677
-9.989001,5,9.763673
-9.99202,4,9.766674
-9.992343,3,9.769676
-9.990952,5,9.776676
-9.999288,2,9.779706
-9.985265,7,9.788707
-9.996847,3,9.792707
-9.996717,5,9.798755
-14.993968,6,9.804757
-9.99546,4,9.808518
-9.99467,5,9.814517
-9.997464,4,9.819521
-9.998865,3,9.822623
-14.995467,5,9.827039
-9.995528,4,9.83006
-9.993177,4,9.833059
-9.995636,4,9.83706
-9.990399,3,9.840775
-9.998581,3,9.842774
-9.993891,3,9.844776
-9.999283,4,9.848779
-14.998526,4,9.852813
-19.97751,7,9.85878
-9.993469,3,9.860811
-9.992607,4,9.863811
-14.996165,6,9.86937
-19.994158,8,9.875332
-14.994198,5,9.879349
-9.992191,5,9.883366
-9.985782,4,9.886369
-14.993783,5,9.890692
-9.99757,4,9.892692
-9.983476,5,9.89766
-9.996086,3,9.899692
-19.995738,5,9.902689
-9.999288,2,9.904781
-14.994654,6,9.909692
-14.985414,5,9.914693
-9.995372,3,9.916693
-9.992186,4,9.919695
-9.995053,4,9.922692
-9.994148,3,9.924692
-9.996262,4,9.928757
-9.990357,5,9.932789
-9.993294,4,9.935789
-9.999288,2,9.937631
-9.994415,3,9.939659
-14.999287,3,9.941658
-9.991938,8,9.948659
-19.992243,6,9.952663
-9.997618,3,9.955625
-9.987224,6,9.960793
-9.978003,7,9.965752
-9.995802,5,9.970138
-9.98709,5,9.97475
-14.994767,8,9.979751
-9.994546,3,9.98275
-9.998506,3,9.984751
-9.989998,3,9.98763
-19.988368,8,9.993626
-9.99703,5,9.99766
-9.993779,4,9.99966
-9.995421,3,10.00166
-9.986721,5,10.00666
-9.996151,4,10.009665
-9.997345,4,10.012666
-9.998507,4,10.015664
-9.991902,6,10.020632
-9.991236,5,10.02466
-9.986003,5,10.02766
-19.997522,6,10.031661
-9.995358,4,10.034661
-19.991909,5,10.039436
-9.999288,2,10.041256
-9.996453,4,10.044248
-9.993121,5,10.047245
-9.992382,5,10.05026
-9.992858,4,10.055248
-14.997599,5,10.059248
-9.989301,4,10.061379
-14.990804,6,10.06525
-9.994051,4,10.06931
-9.992339,6,10.073312
-9.993412,6,10.07731
-9.989228,3,10.07931
-9.993608,3,10.082276
-9.994432,4,10.085282
-9.99783,4,10.088751
-14.990412,7,10.09331
-9.991358,7,10.098423
-9.993217,5,10.102453
-9.993598,6,10.106424
-14.982795,8,10.111487
-9.999288,2,10.114753
-9.994207,5,10.117489
-9.990203,4,10.121457
-9.99544,5,10.124488
-9.993609,5,10.127487
-9.992311,4,10.131487
-9.994794,3,10.133491
-14.997361,8,10.140602
-14.996298,5,10.145938
-9.993247,6,10.150635
3.619024,8,10.25057
-14.992189,6,10.25556
-9.989069,7,10.261577
-9.996947,3,10.263577
-9.994407,3,10.265577
-14.981836,7,10.272543
-9.992443,5,10.275578
-9.994376,4,10.278585
-9.997983,5,10.282579
-9.997774,3,10.286572
-9.982333,6,10.291754
-19.996729,7,10.296762
-9.988831,4,10.299824
-9.997952,3,10.302755
-9.997101,3,10.305887
-9.994129,3,10.307754
-9.997908,4,10.310752
-9.992255,5,10.314755
-2.383477,8,10.417732
-9.991757,6,10.422714
-9.991723,5,10.426792
-9.995684,3,10.429767
-9.998357,3,10.431748
-9.991092,4,10.434744
-9.998682,4,10.438751
-14.996935,5,10.443508
-9.99412,4,10.446628
-9.995234,3,10.448774
-9.994638,3,10.450628
-9.994371,4,10.453593
-9.997184,4,10.457627
-9.995781,5,10.461627
-9.996906,5,10.465631
-14.996727,4,10.467629
-14.998565,3,10.470592
-14.995069,4,10.473627
-9.998807,5,10.478652
-14.990623,7,10.483627
-14.996371,5,10.486598
-14.997578,6,10.492549
-9.992812,4,10.495587
-9.99687,6,10.499585
-9.99479,3,10.501585
-9.994151,3,10.504601
-9.997563,4,10.508585
-14.995457,5,10.512585
-9.999057,4,10.515585
-9.985549,6,10.520553
-9.995782,3,10.523552
-9.994484,3,10.525585
-9.992935,5,10.529585
-9.993947,3,10.531587
-9.997054,3,10.533584
-9.999187,3,10.536584
