Model Number,Reward,Mean Error,Max Error,Chosen Points
1,17.354962507332907,0.16986848164874432,0.3953558038414986,[0.8300000000000001  8]
2,74.662301159987,0.007253770935169794,0.07123528004563678,[-6.54  -5.08  -3.62  -2.16  -0.7000000000000002  0.7599999999999998  2.2199999999999998  3.6799999999999997  5.14  5.96]
3,0.6958846254170856,0.5198958469059897,1.1119614348874414,[2.84  8]
4,18.306514713494803,0.09258931764869469,0.401330969142591,[-7.2  -6.4  -5.6000000000000005  -4.800000000000001  -4.000000000000001  -3.200000000000001  -2.4000000000000012  1.3999999999999986  5.199999999999998  6.699999999999998]
5,79.40094095154764,0.006205014087661572,0.05611373823560009,[-6.8  -5.6  -4.3999999999999995  -3.1999999999999993  -1.9999999999999993  -0.7999999999999994  0.4000000000000006  1.6000000000000005  2.8000000000000007  4.000000000000001]
6,79.40094095154764,0.006205014087661572,0.05611373823560009,[-6.8  -5.6  -4.3999999999999995  -3.1999999999999993  -1.9999999999999993  -0.7999999999999994  0.4000000000000006  1.6000000000000005  2.8000000000000007  4.000000000000001]
7,0.026391569985656168,0.5039942481836456,1.933971644088134,[-7.57  -7.140000000000001  -6.710000000000001  -6.280000000000001  -5.850000000000001  -5.420000000000002  -4.990000000000002  -4.560000000000002  -4.130000000000003  -4.040000000000003]
8,31.668324568365374,0.05833906650532683,0.272878540782578,[-3.7800000000000002  0.4399999999999995  4.659999999999999  4.859999999999999  5.06  8]
9,0.39914917182658555,0.3808816399040345,1.2856771534547786,[-7.83  -7.66  -7.49  -7.32  -7.15  -6.98  -6.8100000000000005  -6.640000000000001  -4.610000000000001  -2.5800000000000014]
10,55.03091001194005,0.01819094206683493,0.14477105408366814,[-5.95  -3.9000000000000004  -1.8500000000000005  0.1999999999999993  2.249999999999999  4.299999999999999  8]
11,1.7357508731083413,0.14848195579712692,0.9763120326312034,[-7.35  -6.699999999999999  -6.049999999999999  -5.399999999999999  -4.749999999999998  -4.099999999999998  -3.449999999999998  -2.799999999999998  -2.149999999999998  -1.4999999999999982]
12,4.460207346360464,0.2754802910656828,0.7086236599389304,[-2.6399999999999997  2.7200000000000006  8]
13,19.176601939491604,0.12838920680433766,0.3807725230728325,[-3.49  1.0199999999999996  5.529999999999999  6.52  7.22  7.92  8]
14,65.40744533544238,0.011316140481722175,0.10330448761831669,[-6.35  -4.699999999999999  -3.0499999999999994  -1.3999999999999995  0.25000000000000044  1.9000000000000004  3.5500000000000003  3.8000000000000003  4.050000000000001  7.460000000000001]
15,0.027958991401996543,0.5514206727052574,1.9076914871099921,[-7.62  -7.24  -6.86  -6.48  -6.1000000000000005  -5.720000000000001  -5.340000000000001  -4.960000000000001  -4.580000000000001  -4.200000000000001]
16,0.04873302138284386,0.45747253502818347,1.7922740181219494,[-7.56  -7.119999999999999  -6.679999999999999  -6.239999999999998  -5.799999999999998  -5.359999999999998  -4.919999999999997  -4.479999999999997  -4.0399999999999965  -3.5999999999999965]
17,0.008706324736923532,0.9543853275334244,2.0986225986608895,[-7.9  -7.800000000000001  -7.700000000000001  -7.600000000000001  -7.500000000000002  -7.400000000000002  -7.3000000000000025  -7.200000000000003  -7.100000000000003  -7.0000000000000036]
18,56.158959983980935,0.01723095605928619,0.1399382472966207,[-6.01  -4.02  -2.0299999999999994  -0.03999999999999937  1.9500000000000006  3.9400000000000004  7.74  7.79  7.84  7.89]
