#{"t_start": 1688721135.0264914, "env_id": "None"}
r,l,t
-99.852762,4,1.331266
-99.907217,4,1.334265
-99.899017,6,1.338243
-99.940693,4,1.341243
-99.926634,5,1.344927
-99.873727,6,1.349078
-99.996232,3,1.351078
-99.913817,5,1.354105
-99.935128,3,1.35618
-99.951884,3,1.359187
-99.875828,7,1.363193
-99.94547,4,1.366205
-99.969991,3,1.368202
-99.747967,5,1.371201
-99.983624,3,1.374202
-99.998417,5,1.377295
-99.858306,4,1.380202
-99.91246,4,1.382202
-99.842111,5,1.385201
-99.951872,5,1.389263
-99.780603,5,1.392262
-99.908498,8,1.398319
-99.86059,7,1.40232
-99.905804,4,1.40623
-99.76369,6,1.409954
-99.92956,3,1.411954
-99.99933,4,1.413955
-99.965184,3,1.415952
-99.935861,5,1.420014
-99.783451,8,1.424012
-99.873687,6,1.428163
-99.87806,7,1.432162
-99.741444,8,1.438156
-99.931292,6,1.442157
-99.864168,5,1.445155
-99.857609,5,1.448208
-99.9252,3,1.451171
-99.849223,6,1.454171
-99.896093,5,1.457651
-99.839334,8,1.461651
-99.929082,5,1.46465
-99.926281,5,1.46933
-99.897289,5,1.471335
-99.941378,3,1.473335
-99.899673,4,1.476364
-99.87002,5,1.478705
-99.932953,7,1.483706
-99.85473,5,1.486821
51.964659,8,1.577361
-99.824115,7,1.581375
-99.99365,3,1.583404
-99.954752,5,1.58729
-99.909141,4,1.590024
-99.946471,5,1.593075
-99.96307,4,1.596507
-99.906365,3,1.598178
-99.797745,5,1.601023
-99.849624,6,1.605023
-99.871762,5,1.609022
-99.875527,6,1.612022
-99.898152,3,1.614023
-99.928882,5,1.618025
-99.975586,3,1.620027
-99.956068,3,1.621023
-99.900797,3,1.623991
-99.870406,5,1.629022
-99.954686,4,1.631022
-99.871705,4,1.633023
-99.885929,3,1.635022
-99.813919,7,1.64102
-99.999665,3,1.643025
-99.861172,4,1.645023
-99.887036,3,1.647744
-99.75718,6,1.651602
-99.854118,5,1.655747
66.339369,8,1.744225
-99.832758,7,1.751224
-99.947102,3,1.754224
-99.820386,4,1.757279
-99.813157,4,1.759276
-99.99707,3,1.761276
-99.962034,3,1.76335
-99.811837,5,1.767515
-99.999474,4,1.770299
-99.850625,5,1.773299
-99.997617,4,1.775299
-99.853141,5,1.778311
-99.907428,4,1.782326
-99.862334,5,1.786609
-99.907318,4,1.789343
-99.873075,5,1.792343
-99.999551,3,1.794341
-99.885029,5,1.797951
-99.838382,4,1.800917
54.563723,8,1.894719
-99.937293,4,1.898317
-99.885828,5,1.901322
-99.850296,6,1.906856
-99.943065,4,1.909438
-99.791237,6,1.912434
-99.568373,8,1.91839
-99.962495,6,1.924417
-99.903832,4,1.927457
-99.907197,4,1.929457
-99.938437,3,1.931458
-99.867405,6,1.934457
-99.831193,5,1.939084
-99.99112,3,1.941088
-99.907599,3,1.942087
-99.770522,7,1.947169
-99.884439,5,1.950126
-99.986157,3,1.953178
-99.898644,4,1.956514
-99.909216,3,1.958161
-99.721957,8,1.962163
-99.999665,3,1.964163
-99.829187,8,1.971205
-99.863918,5,1.973205
-99.920513,4,1.97654
-99.959037,6,1.980252
-99.932233,3,1.981253
-99.921287,3,1.984252
-99.999665,3,1.986637
54.6492,8,2.070742
-99.875897,4,2.072742
-99.941086,3,2.075864
-99.895407,4,2.078891
-99.820695,6,2.081862
-99.965232,5,2.084892
-99.905559,6,2.089607
-99.995795,5,2.093602
-99.941308,7,2.097327
-99.977014,6,2.101326
-99.99933,6,2.105326
-99.830037,5,2.109338
-99.808419,5,2.112336
-99.935558,4,2.114369
-99.923175,6,2.118416
-99.827733,6,2.122499
-99.839272,3,2.124414
-99.984783,4,2.127456
-99.999665,3,2.129456
-99.965377,4,2.131456
-99.903136,5,2.134459
-99.874049,5,2.13822
-99.977988,3,2.14017
-99.864108,5,2.144171
-99.72782,7,2.148213
-99.911639,5,2.151215
-99.823549,6,2.156865
-99.975447,3,2.158823
-99.964869,3,2.160826
-99.810861,6,2.164829
-99.9354,3,2.165831
-99.907313,4,2.169838
-99.95806,3,2.171873
-99.993204,4,2.174877
-99.871712,4,2.177873
58.072532,8,2.270461
-99.829021,7,2.275462
-99.855938,5,2.280146
-99.99933,4,2.283148
-99.944817,6,2.287207
-99.870505,4,2.290177
-99.898382,4,2.292185
-99.90304,3,2.295187
-99.990648,3,2.297756
-99.960533,5,2.300791
-99.845188,7,2.304791
-99.960517,3,2.306794
-99.842796,6,2.310758
-99.73656,6,2.314792
-99.95963,5,2.317367
-99.993446,3,2.319383
-99.929366,5,2.322383
76.894342,8,2.40894
-99.985348,4,2.410939
-99.695421,7,2.414939
-99.965258,4,2.418096
-99.728988,8,2.422982
-99.939522,4,2.425981
-99.998325,7,2.42998
-99.865899,7,2.433979
-99.963471,3,2.437182
-99.73523,8,2.441193
-99.814343,4,2.444196
-99.913199,5,2.447205
-99.941485,3,2.44924
-99.88656,4,2.452235
-99.828811,6,2.45524
-99.903678,7,2.459283
-99.928217,5,2.462282
-99.909605,6,2.466372
-99.999392,3,2.469291
-99.768137,5,2.472325
-99.931161,3,2.473325
-99.836047,8,2.478366
-99.990226,5,2.481367
-99.88148,4,2.484367
-99.872419,5,2.48748
-99.904966,5,2.490408
-99.680803,6,2.493408
-99.862731,4,2.49672
-99.919332,8,3.7918
-99.776758,7,3.796872
-99.962215,5,3.801862
-99.74794,6,3.805861
-99.954985,6,3.809865
-99.824411,7,3.81486
-99.866183,5,3.818571
-99.888679,6,3.822572
-99.999258,4,3.825571
-99.898658,7,3.831636
56.072865,8,3.939923
-99.728436,7,3.943925
-99.84915,4,3.947106
-99.959207,3,3.949106
-99.937096,7,3.95476
-99.853156,5,3.957783
-99.870025,4,3.960782
-99.859351,5,3.963782
-99.95978,7,3.970985
-99.996678,5,3.97621
-99.956423,4,3.981021
59.527367,8,4.07207
-99.74743,6,4.07722
-99.856564,4,4.079213
-99.959881,3,4.08121
-99.909621,4,4.083216
-99.859489,7,4.087957
-99.690059,6,4.092057
69.025145,8,4.186042
-99.87459,4,4.18981
-99.715083,8,4.19381
-99.839038,6,4.197808
-99.931936,4,4.200807
-99.896515,6,4.204802
-99.718656,7,4.209975
-99.984957,7,4.213974
-99.982485,3,4.214972
-99.630857,7,4.219977
-99.941117,3,4.221981
-99.999665,3,4.22398
-99.905066,5,4.226976
-99.969409,4,4.228977
-99.839811,7,4.233947
-99.912726,4,4.235977
-99.770187,5,4.239038
-99.896866,3,4.241041
-99.848692,4,4.244041
-99.845098,8,4.248038
-99.830574,6,4.253042
-99.910893,3,4.254038
-99.965114,3,4.257071
-99.807967,6,4.261913
-99.88788,4,4.263911
-99.89133,5,4.270029
-99.919037,6,4.27695
-99.998781,3,4.278961
-99.844276,8,4.28398
-99.998449,4,4.286276
-99.905608,4,4.289309
-99.763456,6,4.292309
-99.747825,4,4.295309
64.708436,8,4.383089
-99.898547,7,4.387633
-99.779827,7,4.393635
-99.89631,3,4.397072
-99.907598,3,4.400002
-99.999665,3,4.402003
-99.818992,5,4.408473
-99.813935,7,4.412473
-99.913347,7,4.416837
-99.851903,6,4.419867
-99.858504,6,4.424828
-99.801293,6,4.429127
-99.921777,8,4.434133
61.664347,8,4.524769
-99.92901,6,4.530259
-99.668672,6,4.534243
-99.939274,4,4.536562
-99.916018,5,4.539568
-99.90412,7,4.543568
-99.851573,6,4.547724
-99.840558,6,4.551724
-99.904492,6,4.555724
-99.853059,6,4.559012
-99.745007,7,4.564011
-99.887754,8,4.569309
-99.947709,3,4.571309
-99.821364,5,4.574309
-99.888251,6,4.578865
-99.848797,3,4.579864
-99.921724,3,4.581864
-99.779569,6,4.584865
42.355657,8,4.668305
-99.783939,7,4.673304
-99.94226,3,4.675305
-99.794143,6,4.679305
-99.884359,6,4.682305
-99.712966,5,4.686979
49.34776,8,4.775309
-99.838924,6,4.779628
-99.910603,4,4.781597
-99.811695,6,4.785598
-99.800325,6,4.788867
-99.993967,3,4.790868
-99.802207,6,4.795527
-99.996161,4,4.798215
63.84714,8,4.886192
-99.960304,3,4.888976
-99.99257,4,4.890976
-99.839492,4,4.892976
-99.823342,6,4.897136
-99.905088,7,4.900976
-99.83772,7,4.906577
52.294188,8,4.99901
76.613473,8,5.089462
-99.782967,4,5.092315
54.251075,8,5.177533
-99.745097,4,5.180541
-99.83453,8,5.185541
-99.835493,4,5.18862
-99.939302,3,5.190619
-99.864205,7,5.194619
-99.879134,6,5.199837
-99.943457,3,5.201837
-99.899088,6,5.205837
-99.879957,4,5.208837
-99.963842,7,5.211837
-99.897822,3,5.215235
-99.86439,5,5.219202
-99.815117,5,5.221752
-99.860761,4,5.223752
-99.861706,6,5.22793
-99.865503,4,5.231945
-99.800681,5,5.234927
-99.858514,4,5.238009
-99.998995,5,5.241009
-99.709998,8,5.245009
78.795473,8,5.339996
-99.619457,8,5.344008
-99.90137,5,5.347023
-99.875544,6,5.35105
-99.815959,6,5.355051
-99.887402,3,5.357097
-99.930219,4,5.359096
-99.845247,8,5.364095
-99.764359,5,5.368044
-99.922939,8,5.373043
-99.836761,6,5.37736
-99.968763,4,5.379224
-99.884218,5,5.382224
-99.938798,5,5.386951
-99.722934,8,5.391873
-99.902532,5,5.394873
-99.877525,8,5.398869
-99.823422,7,5.4039
-99.925551,4,5.407303
-99.887452,4,5.409171
-99.887457,5,5.412177
-99.973658,3,5.414173
-99.878056,4,5.417799
-99.851227,5,5.420799
-99.719729,8,5.424798
80.970757,8,5.514453
-99.918199,5,5.518309
-99.946177,4,5.520333
-99.890994,7,5.524333
-99.839086,4,5.527919
58.50613,8,5.62027
-99.820187,8,5.624254
-99.854802,7,5.629254
-99.872069,4,5.631254
-99.864083,7,5.636001
-99.636675,8,5.640773
-99.703339,7,5.644773
-99.821838,6,5.648772
-99.815683,6,5.652775
-99.854321,5,5.655775
-99.913829,3,5.658158
-99.902964,4,5.660159
-99.957884,3,5.662158
-99.883514,4,5.664159
-99.891886,5,5.667798
-99.862795,5,5.670796
-99.99933,4,5.673797
-99.783529,6,5.676968
-99.828852,7,5.68181
-99.768066,5,5.684796
-99.999665,3,5.687052
-99.907582,4,5.690056
-99.922025,7,5.695057
-99.833516,4,5.699151
-99.822977,6,5.703148
-99.864715,5,5.7066
-99.853761,5,5.709608
66.799885,8,5.801044
-99.93198,7,5.805043
-99.909982,6,5.809317
-99.79573,7,5.813319
-99.763566,7,5.818318
-99.84343,5,5.821828
-99.721078,6,5.826152
-99.853151,6,5.830158
-99.854374,8,5.834157
-99.982754,4,5.838124
-99.86676,5,5.841122
-99.813199,5,5.844122
-99.912119,5,5.848121
-99.790587,5,5.851122
-99.863618,4,5.85603
-99.895308,5,5.861742
-99.808621,7,5.870116
-99.990978,6,5.874074
75.132252,8,5.961008
-99.854488,8,5.967008
-99.88078,4,5.968973
-99.993108,3,5.971005
-99.86191,5,5.974008
-99.957659,3,5.976008
-99.885907,5,5.980048
-99.764041,7,5.985053
-99.926654,8,5.989163
-99.905048,6,5.994129
-99.872625,5,5.998011
-99.886146,4,6.000009
-99.831314,5,6.003009
-99.999665,3,6.005012
49.070691,8,6.095436
-99.947682,3,6.097666
-99.845745,4,6.099666
-99.897782,4,6.103163
-99.962536,5,6.106872
84.794642,8,6.195104
56.295627,8,6.292445
-99.951237,4,6.294478
-99.905487,6,6.298684
-99.891197,4,6.300679
-99.93672,7,6.305999
52.313745,8,6.394448
-99.997447,6,6.399545
-99.999665,3,6.401546
-99.939269,5,6.404546
-99.917648,4,6.406744
-99.877125,4,6.408751
-99.87363,5,6.412752
-99.904644,4,6.41478
-99.869371,4,6.418294
-99.727241,5,6.421299
-99.952957,6,6.424296
-99.798579,8,6.429296
-99.791224,4,6.432294
-99.915644,4,6.434294
38.592866,8,6.517721
-99.892254,3,6.519676
-99.913169,4,6.522311
-99.924725,6,6.526312
-99.960104,5,6.529343
-99.784806,7,6.533343
-99.821736,5,6.537531
-99.924946,6,6.541446
-99.906071,4,6.543447
-99.877246,6,6.547847
-99.932725,4,6.54984
-99.88874,4,6.552876
-99.92452,7,6.556874
-99.834012,7,6.560877
-99.899947,5,6.563874
81.82561,8,6.657147
-99.94937,4,6.659147
-99.789429,5,6.663144
-99.935005,4,6.665145
-99.973292,7,6.670145
-99.948691,3,6.671148
50.900438,8,6.759461
59.768052,8,6.858696
-99.967457,4,6.860696
-99.83624,7,6.867783
-99.926724,5,6.870697
-99.990359,4,6.872697
-99.9048,3,6.874697
-99.695508,5,6.878062
-99.901272,4,6.881061
-99.868771,5,6.884061
-99.945872,4,6.8873
-99.921483,5,6.890301
54.280546,8,6.976914
-99.734335,7,6.980928
-99.75936,8,6.985894
-99.813595,6,6.989921
-99.721814,6,6.993922
-99.882232,8,6.997981
-99.810251,6,7.001965
-99.927701,6,7.008019
-99.92099,4,7.010024
-99.807137,7,7.014022
-99.858534,4,7.01623
-99.892119,6,7.021033
-99.677137,8,7.025033
-99.990046,3,7.028159
-99.941884,6,7.03116
-99.899774,5,7.035785
-99.906202,4,7.038781
-99.92483,6,7.041781
-99.981199,4,7.044781
55.318091,8,7.130623
63.565949,8,7.222686
-99.717391,6,7.225686
-99.959506,5,7.229711
-99.742889,8,7.233711
-99.928601,5,7.238743
-99.893658,3,7.240746
-99.821394,5,7.242742
-99.916669,5,7.246856
-99.835506,6,7.249742
-99.909727,4,7.251741
44.142573,8,7.34514
-99.935541,3,7.347276
-99.919075,4,7.350266
-99.920053,5,7.353275
-99.740505,6,7.357493
-99.969018,4,7.359266
-99.853271,6,7.364257
-99.845395,5,7.367502
78.958097,8,7.456861
-99.920183,4,7.458802
-99.748472,7,7.462803
-99.724971,7,7.466835
-99.89321,5,7.469815
-99.956217,4,7.473836
86.912187,8,7.56005
-99.965216,4,7.562047
-99.951,5,7.566789
-99.806214,5,7.569632
-99.865279,5,7.572632
-99.923465,4,7.57463
-99.862092,5,7.578346
-99.99933,5,7.582343
-99.958751,4,7.584347
-99.745218,8,7.588868
-99.96534,3,7.590869
-99.925033,5,7.593868
-99.906066,6,7.599005
-99.878044,7,7.605165
-99.825811,4,7.608379
-99.899608,6,7.612382
-99.925096,5,7.615379
-99.834026,5,7.618597
-99.79907,4,7.620597
-99.944442,4,7.623596
-99.714045,7,7.627639
-99.829679,6,7.631635
-99.997997,3,7.632638
-99.951631,5,7.635632
-99.911996,7,7.6407
-99.844241,5,7.644701
-99.806881,5,7.647871
-99.961879,3,7.649871
-99.947709,4,7.652838
-99.909783,3,7.653871
-99.712427,8,7.659871
-99.879962,5,7.662872
-99.908429,5,7.665871
-99.872268,5,7.668789
-99.862669,8,7.674789
-99.906239,3,7.677129
-99.851296,6,7.68016
50.391333,8,7.764154
-99.913456,5,7.769327
-99.871754,5,7.774288
-99.837964,4,7.777299
-99.883831,6,7.7813
-99.949071,6,7.785331
-99.812577,4,7.787619
-99.807096,5,7.790653
-99.94503,6,7.79465
-99.719288,7,7.800076
-99.890871,7,9.129697
-99.829936,7,9.133696
-99.999665,3,9.1359
71.420066,8,9.268155
-99.882987,7,9.275714
-99.891749,4,9.280718
-99.742489,8,9.288907
-99.932558,4,9.292907
-99.985687,4,9.296988
70.708364,8,9.398695
78.429504,8,9.495176
-99.769794,8,9.501304
-99.875669,6,9.504303
-99.998995,7,9.509543
-99.858025,8,9.51596
-99.845607,5,9.518721
-99.892517,6,9.522721
-99.741711,7,9.526791
-99.954764,4,9.529789
76.708061,8,9.612413
-99.644506,5,9.615413
-99.844993,5,9.618413
-99.678612,5,9.621413
48.136728,8,9.704821
-99.89625,7,9.709854
-99.796976,5,9.712855
-99.899742,4,9.716156
62.687882,8,9.802046
81.736969,8,9.886332
37.246654,8,9.96967
-99.951916,5,9.972703
-99.82728,7,9.97691
75.1657,8,10.065866
52.306821,8,10.178262
-99.771731,7,10.182723
-99.816198,4,10.186902
-99.923919,5,10.191818
-99.815259,8,10.197149
-99.715535,7,10.204151
65.864131,8,10.298995
-99.905922,7,10.303996
-99.891964,7,10.308039
-99.99651,4,10.312007
-99.768192,6,10.315004
-99.777313,8,10.319517
-99.971616,4,10.322517
53.805894,8,10.415706
-99.811829,6,10.420738
-99.640297,8,10.425741
78.027526,8,10.513381
74.590263,8,10.598856
86.310135,8,10.691124
-99.919206,5,10.694124
75.428123,8,10.783768
-99.964676,3,10.786028
-99.869692,7,10.790943
-99.915427,6,10.794925
-99.955188,6,10.798926
-99.839768,8,10.803927
-99.905787,4,10.805926
-99.992775,3,10.808943
-99.940638,6,10.81297
-99.949314,8,10.818257
-99.98703,6,10.821256
-99.992966,3,10.824225
57.436811,8,10.919056
-99.636337,8,10.924055
-99.781625,6,10.928174
-99.899795,5,10.931255
-99.969239,6,10.935174
69.870428,8,11.022824
-99.7273,7,11.02804
-99.789442,8,11.03304
-99.922967,5,11.03605
-99.905023,8,11.042046
-99.900812,8,11.048044
-99.947265,6,11.051045
-99.883777,7,11.055045
-99.738426,7,11.060168
-99.801815,6,11.063168
-99.934228,3,11.065168
-99.88033,7,11.069274
-99.882306,7,11.075305
80.645497,8,11.163119
85.423762,8,11.257149
-99.950703,5,11.260075
-99.90754,4,11.263075
-99.993802,6,11.267379
-99.891225,7,11.272379
-99.638692,7,11.276692
-99.9,6,11.28153
40.162806,8,11.377305
-99.89271,6,11.380257
-99.795809,8,11.386817
-99.903521,4,11.389379
-99.716763,8,11.393378
82.557794,8,11.483909
-99.77492,8,11.48912
-99.93421,7,11.495145
-99.882486,4,11.498136
-99.943461,6,11.502136
-99.897786,4,11.504136
-99.795136,6,11.509351
-99.8961,6,11.512351
-99.930845,4,11.514351
-99.999101,5,11.518484
-99.881627,6,11.522483
-99.714718,6,11.525481
-99.901505,5,11.529557
-99.707918,8,11.533557
-99.909963,8,11.539577
-99.820619,5,11.542577
-99.805103,8,11.547436
-99.97388,5,11.550313
-99.851235,7,11.555276
-99.84403,4,11.558276
-99.819314,5,11.561276
-99.946175,7,11.565276
-99.905323,4,11.568289
-99.532747,8,11.573276
-99.831665,6,11.576276
-99.847124,6,11.580276
-99.809379,8,11.587153
-99.689587,8,11.592091
-99.61303,7,11.59609
-99.6765,8,11.602091
-99.900742,5,11.605091
56.124374,8,11.694147
79.102001,8,11.784359
-99.9894,7,11.789973
-99.854651,6,11.793972
-99.905586,4,11.796972
-99.953572,3,11.798972
-99.828429,5,11.801972
-99.910632,5,11.805971
42.160762,8,11.892869
-99.908728,4,11.895972
-99.900452,7,11.900961
-99.951458,7,11.90495
-99.970021,6,11.90895
-99.754941,8,11.914984
-99.883278,3,11.917278
-99.986842,6,11.921308
-99.910439,6,11.924308
78.547485,8,12.022418
52.322059,8,12.109639
-99.771532,8,12.115155
-99.967087,8,12.120236
-99.89473,5,12.123236
63.620609,8,12.210825
-99.964103,5,12.214826
-99.86409,5,12.217826
-99.95099,4,12.219826
-99.86573,7,12.225171
76.377749,8,12.314484
60.709697,8,12.4019
74.866841,8,12.496017
-99.870045,5,12.499018
46.273923,8,12.586509
88.296902,8,12.67799
-99.870116,5,12.680988
-99.732726,7,12.684989
53.441532,8,12.772442
-99.796682,6,12.776443
-99.950563,6,12.779443
62.536777,8,12.872609
-99.923718,6,12.877241
43.52997,8,12.965694
-99.897353,7,12.970978
-99.905528,5,12.973979
69.391967,8,13.062944
-99.676209,7,13.06796
-99.804756,7,13.071961
65.725029,8,13.15696
79.594941,8,13.242202
77.798692,8,13.33303
-99.89164,5,13.337291
-99.910752,7,13.340328
77.761139,8,13.423934
-99.996623,3,13.427244
-99.691027,7,13.431135
68.23506,8,13.519322
-99.804279,7,13.525319
-99.633941,8,13.530829
77.173944,8,13.613768
66.490314,8,13.69938
-99.900714,4,13.703653
-99.764084,7,13.707805
-99.819612,5,13.710804
-99.99933,4,13.713805
-99.958128,4,13.716043
-99.804651,6,13.720777
-99.907089,3,13.722777
-99.828164,8,13.727777
-99.78971,5,13.730777
44.60366,8,13.820646
-99.56234,6,13.825911
-99.932207,3,13.827688
66.321865,8,13.912958
-99.794139,6,13.916962
-99.9949,3,13.920056
68.325848,8,14.005195
-99.732096,7,14.010271
-99.919506,4,14.01324
-99.693212,7,14.017348
58.717603,8,14.101649
-99.903896,5,14.10465
-99.81707,8,14.110651
-99.977495,5,14.11365
-99.690661,7,14.117651
-99.885969,4,14.120651
-99.916309,4,14.123654
39.487935,8,14.214459
-99.851958,6,14.21854
35.761596,8,14.302861
-99.790654,4,14.30693
40.879743,8,14.395555
-99.995271,3,14.398614
-99.692197,7,14.402614
-99.859072,6,14.405614
76.108796,8,14.488893
-99.929627,8,14.493892
-99.897033,7,14.498892
-99.88766,4,14.500895
-99.833495,7,14.505893
-99.81258,8,14.510894
-99.626577,6,14.513895
55.253693,8,14.600284
-99.873085,8,14.605326
-99.905503,5,14.608372
-99.92717,4,14.612474
49.363547,8,14.697862
-99.832987,3,14.699739
-99.887474,6,14.703716
-99.793338,8,14.709336
82.014375,8,14.799334
-99.90736,4,14.801333
-99.809303,8,14.806961
60.923131,8,14.893036
-99.725341,8,14.89719
66.083951,8,14.987841
-99.823688,4,14.989838
-99.821408,6,14.993839
-99.833491,8,14.997961
34.19598,8,15.086138
-99.947143,5,15.090125
58.487956,8,15.17667
-99.92145,6,15.180264
-99.916729,3,15.182271
38.635897,8,15.27095
-99.977017,5,15.274946
-99.80958,5,15.280385
55.331312,8,15.374415
-99.865487,5,15.378011
63.855397,8,15.469513
-99.921911,3,15.473312
-99.841937,7,15.477598
-99.860131,5,15.480598
-99.805558,5,15.48463
-99.939175,3,15.48685
-99.70184,6,15.490697
-99.963545,3,15.492698
-99.943345,4,15.494697
-99.954835,8,15.501876
-99.912584,3,15.507017
75.784792,8,15.594028
-99.89872,3,15.596603
80.586021,8,15.684898
-99.838091,6,15.688328
71.790039,8,15.781349
-99.745924,8,15.786361
-99.778752,6,15.790381
37.115279,8,15.87913
34.292935,8,15.982277
51.211732,8,16.088736
-99.849543,4,16.092721
-99.785844,5,16.095735
-99.74371,7,16.099742
54.347865,8,16.188861
-99.933021,5,16.191849
-99.866167,6,16.194857
-99.844486,5,16.199799
