#{"t_start": 1689183625.7095232, "env_id": "None"}
r,l,t
-9.963277,4,0.620135
-9.998688,3,0.622106
-14.959588,4,0.625131
-9.978248,3,0.627136
-9.997141,4,0.630105
-9.973592,5,0.63424
-9.978819,4,0.638163
-9.991686,7,0.642178
-9.983571,4,0.645144
-9.981548,6,0.651146
-9.996055,5,0.655181
-9.996612,3,0.657175
-14.992212,7,0.661861
-14.995861,4,0.665536
-9.983847,5,0.669567
-9.996591,6,0.673571
-9.985524,3,0.675567
-14.955168,6,0.681535
-14.957796,5,0.685122
-9.991465,4,0.688122
-14.958264,5,0.691123
-9.996249,3,0.693611
-19.994261,8,0.700127
-19.976467,5,0.704123
-14.996516,6,0.708121
-19.997492,6,0.714164
-14.994309,4,0.717165
-9.978976,3,0.719164
-9.995618,5,0.7232
-9.997213,4,0.726212
-9.996625,4,0.73027
-9.986142,7,0.735163
-9.996346,3,0.737131
-19.921055,6,0.741164
-9.96025,4,0.74413
-9.995902,4,0.748158
-9.998576,5,0.751164
5.279899,8,0.850602
-14.996349,7,0.855691
-14.946782,7,0.860691
-14.980509,3,0.863377
-9.992803,4,0.865691
-9.984645,4,0.869691
-9.997958,3,0.871722
-9.978714,3,0.873689
-9.997466,4,0.876722
-9.997119,4,0.880198
-9.997601,3,0.882726
-9.999024,3,0.884833
-14.977845,5,0.889758
-9.997188,3,0.89177
-9.999091,3,0.894771
-9.979332,4,0.897766
-14.998065,6,0.903318
-9.978267,4,0.90635
-9.998696,4,0.908353
-14.953349,4,0.911832
-7.359274,8,1.013771
-14.993971,8,1.024483
-9.98495,5,1.03012
-9.997946,3,1.032006
-9.972762,6,1.03722
-9.998216,4,1.039993
-14.985578,4,1.044994
-2.844586,8,1.196081
-9.978383,3,1.201081
-14.972288,6,1.209785
-9.977535,3,1.216969
-9.977992,5,1.226785
-14.975858,5,1.233932
-9.97875,4,1.237932
-9.978152,4,1.241931
-9.978275,4,1.24851
-9.979054,2,1.250498
-9.992467,6,1.256144
-9.975013,3,1.259084
-9.997234,5,1.265892
-14.996051,6,1.272229
-9.997188,3,1.277215
-9.99612,5,1.282676
-14.97626,6,1.289045
-9.997374,3,1.291044
-19.934149,6,1.29843
-9.969949,6,1.30595
-9.978901,3,1.308985
-9.979054,2,1.310951
-9.999072,3,1.315432
-9.978653,3,1.319536
-9.97832,3,1.323937
-9.998621,3,1.327252
-9.971717,3,1.331707
-9.978599,3,1.337373
-9.979054,2,1.340935
-19.997881,5,1.347931
-9.979542,5,1.355459
-14.994871,5,1.361328
-14.991251,6,1.370565
-9.999037,3,1.37391
-9.977589,4,1.377926
-9.995402,4,1.384911
-9.974926,4,1.391404
-9.997532,4,1.399453
-9.983086,3,1.40316
-9.979054,2,1.406984
-9.986065,5,1.414044
-9.985577,7,1.421847
-19.941282,5,1.427826
-9.960106,5,1.43485
-9.997333,3,1.440198
-14.980509,3,1.444671
-9.977805,4,1.452196
-19.965982,6,1.460863
-14.972139,8,1.471964
-9.978422,3,1.476874
-9.989459,7,1.485926
-14.967245,5,1.492176
-9.994404,5,1.499021
-9.996823,4,1.504405
-9.973361,4,1.509334
-9.983798,5,1.51587
-19.957938,5,1.52317
-9.974046,5,1.529907
-9.989269,5,1.538448
-19.997195,5,1.544906
-9.997957,5,1.552374
-9.97831,5,1.559159
-14.986767,5,1.567969
-9.966148,7,1.576612
-9.996805,3,1.581959
-9.996227,6,1.588589
-9.992777,5,1.5941
-9.995908,5,1.602594
-9.997265,3,1.606737
-9.992816,5,1.615654
-9.978616,3,1.618971
-14.983806,5,1.623928
-2.135969,8,1.78609
-9.950035,4,1.789907
-14.979869,4,1.793908
-14.984299,6,1.804693
-19.965377,6,1.815266
-9.989549,7,1.826262
-14.997845,4,1.835179
-9.992055,4,1.842265
-9.978617,4,1.849272
-9.987214,4,1.855268
-14.995006,4,1.864267
-14.962692,5,1.871394
-9.946202,8,1.88607
-9.975584,3,1.89107
-9.995183,5,1.90016
-9.997188,3,1.905266
-24.995766,7,1.915921
-14.994892,7,1.926922
-9.997986,4,1.933923
-19.972086,7,1.944739
-9.986029,4,1.950924
-9.997672,3,1.956053
-9.978988,3,1.959924
-19.992591,5,1.969185
-14.99191,6,1.977271
-14.993156,6,1.987268
-9.985619,3,1.99127
-9.978992,3,1.997362
-9.978502,3,2.002948
-9.974767,3,2.006948
-9.984466,4,2.014111
-9.984234,5,2.022109
-9.979054,2,2.024904
-9.997933,3,2.030535
-9.992522,6,2.038269
-14.996211,6,2.048434
-9.964691,6,2.057461
-2.670975,8,2.24038
-9.989971,4,2.247756
-14.958163,4,2.253514
-9.978816,3,2.258514
-9.978512,4,2.265655
-9.978468,4,2.271051
-9.997539,3,2.277053
-14.997192,6,2.286093
-9.997633,4,2.292094
-9.996375,4,2.298014
-9.961464,5,2.306218
-9.978695,3,2.30968
-9.998142,4,2.316173
-9.995873,3,2.322054
-14.975418,6,2.328132
-9.97761,5,2.335284
-9.975333,4,2.340283
-9.978958,3,2.343223
-9.978705,3,2.348232
-9.97645,4,2.353753
-14.975455,6,2.359752
-9.97607,3,2.365011
-14.98813,7,2.37339
-9.969174,5,2.378392
-9.997585,3,2.38391
-9.996051,3,2.386908
-9.995763,5,2.392
-9.994778,5,2.40001
-9.96338,5,2.405367
-9.994667,4,2.409433
-9.996695,4,2.416642
-9.998031,3,2.419428
-9.976339,7,2.42625
-9.997307,5,2.434837
-14.996129,6,2.440414
-14.987408,6,2.45034
-9.997129,4,2.455013
-14.974594,5,2.46196
-9.990045,3,2.468045
-9.971601,6,2.476316
-9.997543,3,2.480317
-18.114289,8,2.619479
-9.997905,4,2.623667
-9.979054,2,2.62521
-9.9982,3,2.629285
-15.604178,8,2.785531
-9.983373,7,2.792078
-9.978355,4,2.798073
-9.947786,8,2.806536
-14.992216,5,2.811643
-19.988392,7,2.819456
-14.99264,5,2.825456
-19.998842,5,2.834457
-9.975098,4,2.838456
-9.953451,5,2.846287
-14.929496,6,2.853207
-9.994563,5,2.857037
-14.994662,5,2.865722
-9.998343,3,2.868276
-9.977648,5,2.874237
-14.996414,6,2.882237
-14.979922,4,2.885758
-9.989328,4,2.891759
-9.984087,3,2.89676
-9.987922,4,2.901761
-9.976733,4,2.907497
-9.992235,4,2.910628
-14.996794,6,2.919091
-9.997076,4,2.927093
-14.998004,6,2.935097
-9.992886,4,2.941472
-0.198922,8,3.099624
-9.998336,4,3.103179
-14.952089,4,3.108758
-9.986378,3,3.113159
-14.979762,5,3.117155
-9.979054,2,3.120157
-14.976907,4,3.124028
-9.999312,3,3.127027
-14.987226,5,3.132544
-9.997804,4,3.138075
-9.997048,3,3.141169
-9.978609,3,3.144215
-9.978866,3,3.148215
-14.942791,6,3.155761
-9.973383,5,3.160216
-9.99066,5,3.166259
-19.9968,6,3.173308
-9.977578,5,3.179309
-9.978864,3,3.184625
-14.997272,6,3.190361
-9.978225,4,3.196159
-14.977733,5,3.202615
-9.997047,6,3.209185
-9.981169,3,3.213807
-9.978595,4,3.218356
-9.997635,3,3.221495
-9.977572,4,3.22607
-14.969759,5,3.232194
-9.971857,4,3.237645
-9.991274,3,3.241183
-9.996998,5,3.247824
-9.996547,5,3.254224
-9.978913,3,3.259225
-9.997571,3,3.263975
-14.996415,4,3.268223
-14.974836,5,3.274226
-9.997673,5,3.280861
-24.938906,8,3.290958
-9.99529,8,3.300138
-14.998802,5,3.307449
-6.475426,8,3.466917
-19.975741,7,3.475407
-9.975153,6,3.482506
-14.990832,5,3.489008
-14.978737,5,3.495908
-9.976553,4,3.501457
-9.989523,4,3.506509
-9.973493,6,3.514217
-19.982418,7,3.524079
-9.978991,3,3.527924
-9.977893,3,3.53308
-14.949312,6,3.540079
-9.974639,4,3.54473
-9.978206,2,3.548137
-9.978857,3,3.552925
-9.961725,5,3.55908
-9.993827,3,3.56207
-29.997388,8,3.570198
-14.977049,5,3.574435
-14.967448,4,3.578439
-9.979054,2,3.581577
-9.975402,3,3.584691
-9.976996,6,3.589087
-9.998013,3,3.591197
-14.998917,4,3.595088
-9.979054,2,3.598089
-14.994921,5,3.601606
-14.959489,4,3.605246
-9.992665,5,3.610265
-9.988601,3,3.614955
-9.996537,4,3.619481
-9.97886,3,3.623482
-14.959653,4,3.628149
-9.968296,5,3.634031
-9.971923,6,3.640554
-14.99457,6,3.647318
-9.979054,2,3.649975
-9.976477,5,3.655074
-14.980509,3,3.658689
-9.975923,3,3.661017
-9.973123,5,3.667184
-14.980438,4,3.671147
-9.97686,2,3.673342
-9.99779,5,3.677431
-9.973906,4,3.681147
-9.976768,3,3.684146
-9.961129,4,3.689145
-14.98096,5,3.69322
-9.987952,4,3.69732
-14.973764,5,3.703164
-14.994895,6,3.708414
-19.997681,6,3.714468
-9.995643,3,3.717768
-9.987172,4,3.722914
-9.97629,3,3.72544
-14.93036,4,3.729914
-14.959497,5,3.734988
-14.995218,4,3.738999
-9.996078,5,3.741986
-9.998724,3,3.745991
-19.941699,5,3.755041
-9.979054,2,3.756987
-19.987976,5,3.760987
-9.99614,5,3.768749
-9.979618,4,3.771982
-9.992722,5,3.776958
-14.993689,4,3.783091
-9.974774,3,3.784937
-9.981991,5,3.788938
-9.996553,3,3.790937
-9.997547,3,3.793991
-9.996977,4,3.799869
-14.965783,6,3.804207
-14.958233,4,5.736361
-9.973756,3,5.740361
-9.997087,4,5.745361
-14.973994,6,5.750362
-9.978557,3,5.752362
-14.980154,4,5.758362
-9.996944,3,5.762082
-9.978821,3,5.766067
-9.997104,4,5.770067
-9.978997,3,5.775134
-9.998125,5,5.781134
-9.974062,5,5.78755
-9.97327,3,5.790548
-9.961132,6,5.796285
-14.951448,4,5.801285
-19.997512,8,5.811251
-9.994255,3,5.814391
-19.97607,7,5.824392
-14.997089,5,5.830393
-14.960297,5,5.837389
-9.968221,4,5.840389
-14.950785,5,5.848649
-14.980211,4,5.853257
-9.973827,5,5.856992
-14.953625,8,5.864379
-9.977815,4,5.868379
-9.960569,7,5.874258
-14.969753,6,5.8823
-9.985038,5,5.88629
-9.979054,2,5.88829
-9.993228,3,5.89129
-7.938523,8,6.017434
-19.9281,6,6.022983
-9.996024,5,6.026021
-14.951964,5,6.031574
-9.979054,2,6.033442
-9.977926,5,6.038033
-9.975833,3,6.040066
-9.998334,4,6.043328
-9.980579,3,6.047031
-9.976246,4,6.049676
-9.978818,3,6.054258
-9.997283,3,6.057254
-9.978448,5,6.0613
-9.997717,4,6.065123
-14.959521,5,6.070157
-14.994819,5,6.074157
-9.979054,2,6.076157
-9.97501,5,6.080123
-9.986132,3,6.083222
-9.979054,2,6.085258
-9.997687,3,6.088257
-9.998971,4,6.091258
-9.999052,4,6.094257
-9.978907,3,6.097373
-14.959437,4,6.101257
-9.99613,5,6.105593
-19.966033,5,6.10859
-9.986305,5,6.112333
-9.979054,2,6.115292
-14.975195,4,6.118288
-9.986512,7,6.122288
-9.998699,3,6.124288
-9.981904,5,6.128356
-9.991688,6,6.13333
-9.978637,4,6.136322
-14.974036,5,6.139323
-9.970601,7,6.145291
-9.9992,5,6.150289
-9.978186,3,6.152323
-9.991542,4,6.155323
-14.959568,4,6.158404
-14.995095,5,6.164398
-9.948369,6,6.168357
-14.970735,6,6.173315
-14.998617,4,6.176577
-9.998781,3,6.181437
-9.981335,3,6.183949
-9.984245,5,6.186949
-9.977648,6,6.190949
-14.9597,3,6.19403
-9.992961,5,6.198009
-9.979054,2,6.200064
-9.997693,3,6.202071
-9.999665,3,6.203888
-9.978041,4,6.206845
-9.99664,3,6.210881
-9.961942,6,6.216294
-9.998753,3,6.219069
-14.958667,7,6.224037
-9.978717,3,6.226072
-9.987484,4,6.22907
-9.976321,5,6.232071
-14.987273,5,6.23607
-9.982235,4,6.240038
-9.997653,3,6.243263
-9.981017,6,6.248769
-14.996582,6,6.253769
-9.978995,3,6.256804
-9.979054,2,6.2578
-9.996817,4,6.260801
-9.976163,3,6.263278
-19.974999,8,6.268801
-14.97199,6,6.274884
-9.979925,4,6.277878
-9.972356,5,6.280882
-9.980464,6,6.2856
-9.979009,3,6.2896
-9.960032,4,6.292602
-14.976304,7,6.297566
-10.378221,8,6.403333
-14.9597,3,6.404844
-14.997335,6,6.408882
-9.979054,2,6.411849
-9.997777,3,6.41536
-14.980822,8,6.420359
-14.959185,4,6.423324
-9.99655,4,6.426359
-14.99884,4,6.429764
-9.982724,4,6.432256
-9.996985,3,6.435287
3.206564,8,6.534021
-9.991873,6,6.539014
-19.989059,8,6.544006
-9.982056,3,6.546987
-9.966281,4,6.550015
-9.994781,5,6.554014
-14.996216,4,6.557014
-9.974859,3,6.559015
-9.973834,4,6.562012
-9.976259,3,6.565484
-24.931084,8,6.57248
-9.97471,4,6.574525
-14.9597,5,6.57848
-14.998371,4,6.581515
-14.998691,4,6.585638
-9.995921,4,6.588638
-14.959646,6,6.592638
-14.998527,4,6.595639
-9.998863,4,6.599606
-14.976172,6,6.604639
-9.97501,4,6.606638
-9.989763,5,6.61064
-9.969384,5,6.615992
-9.980034,5,6.619991
-9.998675,3,6.62199
-9.996917,5,6.62499
-9.957578,7,6.632013
-7.712157,8,6.732934
-2.081295,8,6.835474
-9.994982,4,6.838477
-9.99684,5,6.841477
-9.995483,3,6.843599
-9.968228,6,6.848566
-9.996723,4,6.852573
-9.982713,5,6.856573
-9.979054,2,6.857573
-9.979054,2,6.858573
-9.978108,7,6.865095
-14.997272,5,6.869124
-9.995703,5,6.872123
-14.994448,5,6.876123
-14.991242,5,6.879091
-9.978705,4,6.883286
-19.974257,6,6.887322
-9.985135,3,6.88932
-19.981717,8,6.896656
-9.978515,3,6.899322
-9.969996,6,6.903286
-14.951001,6,6.907322
-9.99468,5,6.91277
-9.964819,5,6.915904
-9.979054,2,6.917938
-19.978608,8,6.92294
-9.979054,2,6.923939
-9.979054,2,6.926021
-14.971137,6,6.93094
-9.978713,4,6.93405
-9.979054,2,6.935985
-9.996611,5,6.938985
-9.974054,4,6.940985
-14.985201,4,6.946501
-9.997162,4,6.949065
-19.981983,7,6.954065
-9.970217,6,6.959067
-9.976324,5,6.963364
-14.997082,4,6.96636
-9.997151,3,6.968359
-9.976235,5,6.971359
-9.998577,4,6.97536
-9.971143,5,6.97836
-14.995131,4,6.981361
-9.978685,3,6.983374
-14.997196,5,6.987406
-14.994829,4,6.99195
-9.992404,3,6.99446
-14.958902,4,6.997459
-9.963045,3,6.99946
-9.997208,5,7.00246
-14.990949,8,7.008382
-9.998986,4,7.011383
-9.998889,3,7.01371
-14.997813,4,7.016382
-9.98544,4,7.02035
-9.974175,6,7.024557
-9.967468,8,7.030384
-14.980394,4,7.032376
-9.978957,4,7.03635
-9.997199,3,7.03935
0.552099,8,7.148245
-14.997232,4,7.15076
-14.993873,6,7.155366
-19.923663,8,7.1614
-9.947521,5,7.166402
-9.993698,7,7.171396
-14.997144,5,7.175981
-9.996612,4,7.178518
-9.989178,4,7.182399
-1.929447,8,7.28187
-9.985474,3,7.284908
-9.97832,3,7.286908
-14.996171,5,7.290906
-9.955845,5,7.293913
-9.979003,3,7.297451
-14.996021,5,7.302011
-9.978587,4,7.305011
-9.978256,5,7.309012
-9.979054,2,7.310011
-9.986901,7,7.31731
-9.985494,4,7.320318
-14.975481,7,7.325319
-9.978001,4,7.328965
-9.996307,6,7.334286
-9.997831,3,7.336286
-2.438314,8,7.436398
-9.978854,3,7.439367
-14.986638,6,7.443365
-9.977038,3,7.446608
-9.986974,5,7.450368
-9.972558,5,7.455367
-14.997074,7,7.459368
-9.995476,3,7.462368
-14.956122,4,7.465428
-9.982059,4,7.468477
-9.994768,5,7.472437
-9.998144,3,7.474437
-9.979968,4,7.477437
-9.989713,5,7.48208
-9.977567,8,7.488063
-14.949616,4,7.49106
-9.997924,3,7.493284
-9.978701,4,7.496358
-9.98515,4,7.49975
-14.976963,6,7.505233
-9.997477,3,7.507231
-9.97402,4,7.51023
-14.99659,5,7.514195
-14.994143,5,7.518294
-9.997384,4,7.521294
-9.99108,4,7.524321
-9.978857,3,7.526295
-14.996335,6,7.531262
-9.978589,3,7.534297
-9.997937,6,7.538296
-9.981415,5,7.542297
-14.976035,5,7.547726
-9.998661,5,7.551923
-9.994858,7,7.555923
-9.97435,4,7.558923
-9.990844,3,7.560923
-14.994844,5,7.565536
-9.983092,5,7.568537
-9.979054,2,7.570536
-9.997766,4,7.573355
-9.978687,6,7.576536
-9.966694,4,7.581553
-9.968766,5,7.585536
-19.97566,6,7.589536
-9.962211,4,7.592537
-9.988036,4,7.596502
-9.998151,3,7.598534
-24.973668,7,7.603707
-9.976969,3,7.606703
-14.977565,7,7.615292
-9.94815,6,7.619319
-14.993924,5,7.62232
-9.989843,6,7.627095
-14.974579,5,7.633445
-9.976378,5,7.636215
-9.989433,5,7.640219
-9.973296,6,7.644696
-9.996385,6,7.650695
-14.986324,4,7.653301
-9.983465,4,7.657342
-9.978995,3,7.659342
-9.941817,6,7.663831
-19.998016,5,7.666861
-9.977868,4,7.669861
-9.981091,7,7.676185
-9.972868,5,7.680155
-9.989565,3,7.682153
-9.9783,5,7.689152
-9.997503,3,7.692317
-9.998743,4,7.695341
-9.997636,3,7.698339
-9.998337,3,7.700156
-9.997558,3,7.705159
-9.991647,4,7.708156
-9.996536,4,7.712153
-14.973257,6,7.716208
-9.97842,4,7.720343
-9.997228,3,7.723203
-3.67811,8,7.830414
-9.99807,4,7.8334
-3.612309,8,7.939305
-9.996269,4,7.942305
-9.998116,4,7.945528
-9.976216,4,7.948304
-9.99228,3,7.952269
-9.963405,4,7.954789
-9.994567,4,7.95779
-14.977045,4,7.960789
-14.997853,5,7.964348
-9.973983,6,7.970348
-9.978775,3,7.972347
-14.969872,5,7.976349
-9.999312,4,7.979314
-14.991883,6,7.984449
-14.976533,5,7.987423
-14.997195,5,7.991456
-9.989013,4,7.994456
-9.979054,2,7.996424
-9.986526,6,8.002091
-9.997563,7,8.006043
-9.983462,4,8.009043
-14.980509,3,8.011043
-9.996314,4,8.01647
-9.999125,3,8.018361
-9.998128,3,8.020369
-24.931899,7,8.025372
-9.978625,4,8.028369
-14.980447,4,8.032338
-9.976714,2,8.034406
-9.99828,4,8.036337
-9.998181,5,8.040338
-9.987414,4,8.042338
-19.982456,7,8.048338
-9.998941,3,8.051338
-9.997211,4,8.054338
-9.988193,4,8.057619
-19.994161,6,8.064173
-9.998101,3,8.066335
-9.984014,6,8.070369
-14.997472,4,8.074371
-14.984533,4,8.07637
-9.986995,4,8.081373
-19.980834,8,8.086505
-9.946198,7,8.091504
-9.974806,5,8.097236
-14.951835,7,8.101602
-14.951048,4,8.104602
-9.985251,3,8.106602
-9.997394,4,8.111105
-14.959147,4,8.114192
-9.998377,3,8.116192
-9.997221,3,8.118192
3.045015,8,8.241099
-9.968711,4,8.244095
-9.99763,5,8.249092
-9.996826,5,8.254113
-9.998979,3,8.256092
-9.977186,7,8.261092
-19.979628,6,8.266095
-9.996945,4,8.272057
-14.996032,7,8.276056
-9.99552,6,8.281873
-9.997308,3,8.285389
-14.994904,6,8.290388
-14.995952,4,8.293386
-9.976373,5,8.298387
-9.979054,2,8.300591
-9.975296,3,8.302629
-9.997877,3,8.305627
-9.97824,3,8.307624
-9.97465,3,8.309626
-9.964534,5,8.315369
-9.976234,3,8.318405
-9.98309,4,8.321403
-9.948793,8,8.327403
-9.981992,5,8.335981
-9.997859,4,8.339984
-9.99906,3,8.341985
-9.978962,3,8.345953
-9.99709,4,8.349469
-9.979054,2,8.351474
-9.989216,3,8.355469
-9.967299,3,8.359608
-9.978953,3,8.365053
-9.990281,4,8.369055
-9.979054,2,8.371056
-9.998283,3,8.373298
-9.990057,5,8.379056
-9.993553,4,8.382608
-9.995196,5,8.387641
-9.976785,4,8.390702
-9.997496,3,8.395642
-19.995086,6,8.401611
-9.984606,5,8.40561
-9.981581,6,8.411643
-9.975059,3,8.414319
-9.985432,3,8.416895
-14.997141,4,8.419841
-9.963683,7,8.425457
-14.996659,6,8.431441
-9.997403,3,8.433413
-9.99279,6,8.438414
-9.995905,6,8.442474
-9.990432,3,8.44543
-9.974476,3,8.448447
-9.995426,7,8.452452
-9.993075,5,8.456413
-14.992964,4,8.459413
-9.990426,4,8.463039
-9.99684,4,8.466623
-19.954623,6,8.471624
-14.950699,6,8.475624
-0.597803,8,8.579489
-7.38626,8,8.687198
-9.97489,4,8.690197
-14.980553,5,8.694197
-14.997315,6,8.699483
-9.9969,3,8.702198
-9.983611,3,8.705305
-9.975664,6,8.710339
-9.977043,4,8.71436
-12.852796,8,8.817122
-14.972642,8,8.823122
-14.959285,5,8.827125
-9.991242,4,8.831125
-14.988765,8,8.836125
-9.980926,4,8.840125
-9.997063,4,8.844196
-14.97026,5,8.848125
-9.969361,4,8.851647
-9.998663,4,8.854647
-9.994728,5,8.859647
-9.983068,3,8.861647
-9.997696,4,10.659824
-9.996187,5,10.666026
-9.989969,3,10.669026
-9.979054,2,10.670024
-9.994401,6,10.676027
-9.978661,3,10.679028
-9.987823,5,10.686028
-9.997072,3,10.690028
-14.994155,8,10.701028
-9.996844,3,10.704027
-9.940835,7,10.712168
-19.937216,6,10.720233
-9.96844,4,10.724233
-9.993051,4,10.729237
-14.961391,6,10.737361
-9.998616,3,10.740361
-9.997975,4,10.746644
-11.069069,8,10.897218
-14.9597,3,10.899215
-9.980164,5,10.903214
-9.960739,6,10.907214
-9.977281,6,10.912214
-9.978345,4,10.916395
-9.970634,5,10.920431
-9.994963,4,10.923395
-9.985338,6,10.927431
-9.97407,4,10.93143
-9.997472,5,10.93481
-9.96995,6,10.938811
-9.984112,4,10.941813
-9.997059,5,10.945777
-9.997408,3,10.949187
-14.973562,7,10.95421
-9.997019,4,10.957216
-9.971808,6,10.961222
-9.97969,5,10.966079
-9.997194,4,10.969079
-14.953913,8,10.974077
-9.97861,3,10.976079
-9.979054,2,10.979043
-9.997131,5,10.984094
-9.975321,4,10.986077
-9.97832,3,10.988076
-14.962322,5,10.992079
-19.995396,7,10.998665
-14.995602,6,11.002661
-9.973975,5,11.005661
-12.523783,8,11.1138
-9.995114,4,11.11632
-9.997265,3,11.119324
-14.979179,6,11.124324
-9.996436,4,11.127324
-14.996543,6,11.132404
-19.942015,4,11.136444
-14.958677,5,11.13945
-14.996223,5,11.143345
-9.991997,4,11.145551
-19.974514,7,11.153411
-9.97675,3,11.156414
-14.979488,5,11.159414
-9.981993,5,11.165445
-9.996671,4,11.168061
-9.997053,4,11.171031
-9.990085,3,11.173032
-9.99747,3,11.175034
-9.997709,4,11.178031
-9.997124,4,11.182037
-9.989731,6,11.186074
-9.978799,4,11.189075
-9.982894,4,11.191077
-9.984188,3,11.193297
-14.962748,7,11.201074
-14.992582,6,11.205075
-9.971458,5,11.208079
-14.994502,6,11.214342
-9.976816,4,11.217342
-9.986146,4,11.220342
-14.978724,3,11.222342
-14.980436,4,11.226342
-24.922483,7,11.231368
-14.973498,5,11.23534
-14.987541,5,11.23934
-24.976847,8,11.247343
-9.978174,4,11.24992
-14.966459,6,11.255497
-9.99646,6,11.260494
-14.994609,4,11.26395
-9.92639,6,11.268095
-9.977351,6,11.274053
-9.978144,5,11.278081
-9.961091,6,11.282085
-9.999063,3,11.284079
-9.980747,7,11.290048
-9.972793,4,11.293354
-14.996857,6,11.298048
-9.978716,3,11.300048
-9.975364,4,11.303357
-14.940269,5,11.307195
-9.972816,5,11.311194
-9.967918,5,11.315415
-9.982656,6,11.320417
-14.970747,6,11.324411
-14.95957,5,11.327411
-19.978845,6,11.332413
-9.977996,4,11.336378
-14.995653,7,11.340378
-9.978634,3,11.343344
-9.978989,3,11.345524
-14.980149,4,11.349483
-9.964117,6,11.35446
-9.975226,4,11.35746
-14.991356,5,11.36046
-9.978559,4,11.36546
-9.995233,6,11.370555
-9.955055,5,11.373815
-14.954419,6,11.378815
-9.993937,4,11.384029
-9.974822,3,11.386029
-14.976268,5,11.390028
-9.978322,3,11.392029
-14.978514,6,11.398073
-14.992774,6,11.403028
-9.972396,6,11.407029
-19.96447,7,11.414389
-19.079386,8,11.50833
-9.998605,3,11.510331
-9.996238,3,11.512295
-9.979436,6,11.516379
-5.28501,8,11.622745
-9.997305,4,11.625746
-19.996589,7,11.631713
-9.979054,2,11.63278
-9.993694,6,11.637713
-9.987485,5,11.640713
-14.967354,5,11.645789
-14.980509,3,11.647744
-9.9969,4,11.650744
-9.981115,4,11.653536
-9.990746,5,11.656546
-14.979566,6,11.662533
-9.989934,4,11.665515
-9.987523,3,11.668515
-9.958662,7,11.673571
-9.968118,7,11.678547
-9.999165,3,11.680548
-9.980769,3,11.68254
-14.995898,6,11.686546
-14.987357,5,11.690514
-9.978544,4,11.693526
-9.99635,4,11.696563
-9.997392,4,11.699546
-13.410318,8,11.805504
-9.995747,6,11.809504
-9.976061,3,11.811504
-9.987385,5,11.816242
-9.974042,4,11.819243
-9.980154,3,11.82128
-9.983053,3,11.82324
-0.999648,8,11.921084
-9.97834,4,11.923081
-9.984136,4,11.927084
-19.992702,5,11.931061
-9.979054,2,11.932083
14.892902,8,12.028946
-9.996778,4,12.03309
-9.969533,7,12.038118
-5.828161,8,12.14026
-9.99452,3,12.143347
-9.996859,4,12.147826
-14.998315,4,12.150315
-9.978373,5,12.154295
-9.978489,4,12.156295
-14.989594,5,12.160295
-9.998497,3,12.163262
-14.980231,5,12.167444
-14.95541,7,12.171443
-9.997449,4,12.175497
